theme,catalyst,investigation_pathway,business_tag,display_order,mapping_status
Market Sentiment & Volatility,Risk appetite strengthening,Fintech,fintech,40,active
Market Sentiment & Volatility,Risk appetite strengthening,Commercial Real Estate,commercial_real_estate,50,active
Market Sentiment & Volatility,Risk appetite strengthening,Technology Services,it_services,60,active
Market Sentiment & Volatility,Risk appetite strengthening,Consumer Finance,consumer_finance,70,active
Market Sentiment & Volatility,Risk appetite strengthening,Travel Services,travel_services,80,active
Market Sentiment & Volatility,Risk appetite strengthening,Industrial Equipment,industrial_equipment,90,active
Market Sentiment & Volatility,Risk appetite strengthening,Global Equities,global_equities,100,active
Market Sentiment & Volatility,Risk appetite weakening,Investment Management,investment_management,10,active
Market Sentiment & Volatility,Risk appetite weakening,Commercial Banking,commercial_banking,20,active
Market Sentiment & Volatility,Risk appetite weakening,Insurance,insurance,30,active
Market Sentiment & Volatility,Risk appetite weakening,Utilities,utilities,40,active
Market Sentiment & Volatility,Risk appetite weakening,Consumer Food,consumer_food,50,active
Market Sentiment & Volatility,Risk appetite weakening,Healthcare Services,healthcare_services,60,active
Market Sentiment & Volatility,Risk appetite weakening,Gold Mining,gold_mining,70,active
Market Sentiment & Volatility,Risk appetite weakening,Government Bonds,investment_management,80,active
Market Sentiment & Volatility,Risk appetite weakening,Market Data,market_data,90,active
Market Sentiment & Volatility,Risk appetite weakening,Capital Markets,capital_markets,100,active
Market Sentiment & Volatility,Equity market breadth improving,Global Equities,global_equities,10,active
Market Sentiment & Volatility,Equity market breadth improving,Investment Management,investment_management,20,active
Market Sentiment & Volatility,Equity market breadth improving,Exchange Operations,exchange_operations,30,active
Market Sentiment & Volatility,Equity market breadth improving,Market Data,market_data,40,active
Market Sentiment & Volatility,Equity market breadth improving,Brokerage,brokerage,50,active
Market Sentiment & Volatility,Equity market breadth improving,Commercial Banking,commercial_banking,60,active
Market Sentiment & Volatility,Equity market breadth improving,Industrial Equipment,industrial_equipment,70,active
Market Sentiment & Volatility,Equity market breadth improving,Retail,retail,80,active
Market Sentiment & Volatility,Equity market breadth improving,Technology Services,it_services,90,active
Market Sentiment & Volatility,Equity market breadth improving,Consumer Goods,consumer_goods,100,active
Market Sentiment & Volatility,Equity market breadth weakening,Global Equities,global_equities,10,active
Market Sentiment & Volatility,Equity market breadth weakening,Investment Management,investment_management,20,active
Market Sentiment & Volatility,Equity market breadth weakening,Exchange Operations,exchange_operations,30,active
Market Sentiment & Volatility,Equity market breadth weakening,Market Data,market_data,40,active
Market Sentiment & Volatility,Equity market breadth weakening,Brokerage,brokerage,50,active
Market Sentiment & Volatility,Equity market breadth weakening,Commercial Banking,commercial_banking,60,active
Market Sentiment & Volatility,Equity market breadth weakening,Industrial Equipment,industrial_equipment,70,active
Market Sentiment & Volatility,Equity market breadth weakening,Retail,retail,80,active
Market Sentiment & Volatility,Equity market breadth weakening,Technology Services,it_services,90,active
Market Sentiment & Volatility,Equity market breadth weakening,Consumer Goods,consumer_goods,100,active
Market Sentiment & Volatility,Credit market stress increasing,Commercial Banking,commercial_banking,10,active
Market Sentiment & Volatility,Credit market stress increasing,Private Credit,private_credit,20,active
Market Sentiment & Volatility,Credit market stress increasing,Insurance,insurance,30,active
Market Sentiment & Volatility,Credit market stress increasing,Investment Management,investment_management,40,active
Market Sentiment & Volatility,Credit market stress increasing,Commercial Real Estate,commercial_real_estate,50,active
Market Sentiment & Volatility,Credit market stress increasing,Consumer Finance,consumer_finance,60,active
Market Sentiment & Volatility,Credit market stress increasing,Investment Banking,investment_banking,70,active
Market Sentiment & Volatility,Credit market stress increasing,Capital Markets,capital_markets,80,active
Market Sentiment & Volatility,Credit market stress increasing,Market Data,market_data,90,active
Market Sentiment & Volatility,Credit market stress increasing,Fintech,fintech,100,active
Market Sentiment & Volatility,Credit market stress easing,Commercial Banking,commercial_banking,10,active
Market Sentiment & Volatility,Credit market stress easing,Private Credit,private_credit,20,active
Market Sentiment & Volatility,Credit market stress easing,Insurance,insurance,30,active
Market Sentiment & Volatility,Credit market stress easing,Investment Management,investment_management,40,active
Market Sentiment & Volatility,Credit market stress easing,Commercial Real Estate,commercial_real_estate,50,active
Market Sentiment & Volatility,Credit market stress easing,Consumer Finance,consumer_finance,60,active
Market Sentiment & Volatility,Credit market stress easing,Investment Banking,investment_banking,70,active
Market Sentiment & Volatility,Credit market stress easing,Capital Markets,capital_markets,80,active
Market Sentiment & Volatility,Credit market stress easing,Market Data,market_data,90,active
Market Sentiment & Volatility,Credit market stress easing,Fintech,fintech,100,active
Market Sentiment & Volatility,Safe-haven demand increasing,Gold Mining,gold_mining,10,active
Market Sentiment & Volatility,Safe-haven demand increasing,Precious Metals,precious_metals,20,active
Market Sentiment & Volatility,Safe-haven demand increasing,Commercial Banking,commercial_banking,30,active
Market Sentiment & Volatility,Safe-haven demand increasing,Insurance,insurance,40,active
Market Sentiment & Volatility,Safe-haven demand increasing,Utilities,utilities,50,active
Market Sentiment & Volatility,Safe-haven demand increasing,Consumer Food,consumer_food,60,active
Market Sentiment & Volatility,Safe-haven demand increasing,Healthcare Services,healthcare_services,70,active
Market Sentiment & Volatility,Safe-haven demand increasing,Telecommunications,telecommunications,80,active
Market Sentiment & Volatility,Safe-haven demand increasing,Investment Management,investment_management,90,active
Market Sentiment & Volatility,Safe-haven demand increasing,Market Data,market_data,100,active
Market Sentiment & Volatility,Market liquidity deteriorating,Exchange Operations,exchange_operations,10,active
Market Sentiment & Volatility,Market liquidity deteriorating,Investment Banking,investment_banking,20,active
Market Sentiment & Volatility,Market liquidity deteriorating,Investment Management,investment_management,30,active
Market Sentiment & Volatility,Market liquidity deteriorating,Commercial Banking,commercial_banking,40,active
Market Sentiment & Volatility,Market liquidity deteriorating,Market Data,market_data,50,active
Market Sentiment & Volatility,Market liquidity deteriorating,Brokerage,brokerage,60,active
Market Sentiment & Volatility,Market liquidity deteriorating,Fintech,fintech,70,active
Market Sentiment & Volatility,Market liquidity deteriorating,Capital Markets,capital_markets,80,active
Market Sentiment & Volatility,Market liquidity deteriorating,Insurance,insurance,90,active
Market Sentiment & Volatility,Market liquidity deteriorating,Payment Networks,payment_networks,100,active
Artificial Intelligence,AI infrastructure investment,Artificial Intelligence,artificial_intelligence,10,active
Artificial Intelligence,AI infrastructure investment,Semiconductors,semiconductors,20,active
Artificial Intelligence,AI infrastructure investment,Data Centres,data_centres,30,active
Artificial Intelligence,AI infrastructure investment,Networking,networking,40,active
Artificial Intelligence,AI infrastructure investment,Photonics,photonics,50,active
Artificial Intelligence,AI infrastructure investment,Power Systems,power_systems,60,active
Artificial Intelligence,AI infrastructure investment,Thermal Management,thermal_management,70,active
Artificial Intelligence,AI infrastructure investment,Cloud Infrastructure,cloud_infrastructure,80,active
Artificial Intelligence,AI infrastructure investment,Engineering Software,engineering_software,90,active
Artificial Intelligence,AI infrastructure investment,Industrial Automation,industrial_automation,100,active
Artificial Intelligence,AI model development accelerating,Artificial Intelligence,artificial_intelligence,10,active
Artificial Intelligence,AI model development accelerating,Cloud Computing,cloud_computing,20,active
Artificial Intelligence,AI model development accelerating,Data Infrastructure,data_infrastructure,30,active
Artificial Intelligence,AI model development accelerating,Semiconductors,semiconductors,40,active
Artificial Intelligence,AI model development accelerating,Enterprise Software,enterprise_software,50,active
Artificial Intelligence,AI model development accelerating,Business Intelligence,business_intelligence,60,active
Artificial Intelligence,AI model development accelerating,Databases,databases,70,active
Artificial Intelligence,AI model development accelerating,Engineering Software,engineering_software,80,active
Artificial Intelligence,AI model development accelerating,Managed Services,managed_services,90,active
Artificial Intelligence,AI model development accelerating,Cybersecurity,cybersecurity,100,active
Artificial Intelligence,Enterprise AI adoption increasing,Artificial Intelligence,artificial_intelligence,10,active
