theme,catalyst,investigation_pathway,display_order,status
Artificial Intelligence,AI adoption broadening across industries,Agriculture,90,active
Artificial Intelligence,AI adoption broadening across industries,Research Services,100,active
Digital Transformation,Cloud migration accelerating,Cloud Computing,10,active
Digital Transformation,Cloud migration accelerating,Cloud Platforms,20,active
Digital Transformation,Cloud migration accelerating,Cloud Infrastructure,30,active
Digital Transformation,Cloud migration accelerating,Data Centres,40,active
Digital Transformation,Cloud migration accelerating,Networking,50,active
Digital Transformation,Cloud migration accelerating,Cybersecurity,60,active
Digital Transformation,Cloud migration accelerating,Managed Services,70,active
Digital Transformation,Cloud migration accelerating,Enterprise Software,80,active
Digital Transformation,Cloud migration accelerating,Data Storage,90,active
Digital Transformation,Cloud migration accelerating,IT Services,100,active
Digital Transformation,Enterprise software modernisation,Enterprise Software,10,active
Digital Transformation,Enterprise software modernisation,Business Software,20,active
Digital Transformation,Enterprise software modernisation,Vertical Software,30,active
Digital Transformation,Enterprise software modernisation,Workflow Automation,40,active
Digital Transformation,Enterprise software modernisation,Cloud Services,50,active
Digital Transformation,Enterprise software modernisation,IT Consulting,60,active
Digital Transformation,Enterprise software modernisation,Managed Services,70,active
Digital Transformation,Enterprise software modernisation,Data Analytics,80,active
Digital Transformation,Enterprise software modernisation,Cybersecurity,90,active
Digital Transformation,Enterprise software modernisation,Digital Transformation,100,active
Digital Transformation,Data-driven decision making expanding,Business Intelligence,10,active
Digital Transformation,Data-driven decision making expanding,Data Analytics,20,active
Digital Transformation,Data-driven decision making expanding,Analytics Platforms,30,active
Digital Transformation,Data-driven decision making expanding,Databases,40,active
Digital Transformation,Data-driven decision making expanding,Data Infrastructure,50,active
Digital Transformation,Data-driven decision making expanding,Cloud Services,60,active
Digital Transformation,Data-driven decision making expanding,Enterprise Software,70,active
Digital Transformation,Data-driven decision making expanding,Artificial Intelligence,80,active
Digital Transformation,Data-driven decision making expanding,Information Management,90,active
Digital Transformation,Data-driven decision making expanding,Consulting,100,active
Digital Transformation,Digital payments adoption increasing,Payment Networks,10,active
Digital Transformation,Digital payments adoption increasing,Digital Wallets,20,active
Digital Transformation,Digital payments adoption increasing,Mobile Payments,30,active
Digital Transformation,Digital payments adoption increasing,Merchant Services,40,active
Digital Transformation,Digital payments adoption increasing,Fintech,50,active
Digital Transformation,Digital payments adoption increasing,Commercial Banking,60,active
Digital Transformation,Digital payments adoption increasing,Ecommerce Platforms,70,active
Digital Transformation,Digital payments adoption increasing,Digital Identity,80,active
Digital Transformation,Digital payments adoption increasing,Cybersecurity,90,active
Digital Transformation,Digital payments adoption increasing,Cloud Services,100,active
Digital Transformation,Ecommerce infrastructure expanding,Ecommerce Platforms,10,active
Digital Transformation,Ecommerce infrastructure expanding,Digital Marketplaces,20,active
Digital Transformation,Ecommerce infrastructure expanding,Payment Networks,30,active
Digital Transformation,Ecommerce infrastructure expanding,Cloud Services,40,active
Digital Transformation,Ecommerce infrastructure expanding,Logistics,50,active
Digital Transformation,Ecommerce infrastructure expanding,Logistics Real Estate,60,active
Digital Transformation,Ecommerce infrastructure expanding,Parcel Delivery,70,active
Digital Transformation,Ecommerce infrastructure expanding,Digital Advertising,80,active
Digital Transformation,Ecommerce infrastructure expanding,Cybersecurity,90,active
Digital Transformation,Ecommerce infrastructure expanding,Technology Distribution,100,active
Digital Transformation,Customer experience digitising,Customer Experience,10,active
Digital Transformation,Customer experience digitising,Business Software,20,active
Digital Transformation,Customer experience digitising,Cloud Services,30,active
Digital Transformation,Customer experience digitising,Digital Advertising,40,active
Digital Transformation,Customer experience digitising,Digital Content,50,active
Digital Transformation,Customer experience digitising,Payment Networks,60,active
Digital Transformation,Customer experience digitising,Artificial Intelligence,70,active
Digital Transformation,Customer experience digitising,Managed Services,80,active
Digital Transformation,Customer experience digitising,Data Analytics,90,active
Digital Transformation,Customer experience digitising,Telecommunications,100,active
Digital Transformation,Digital identity adoption increasing,Digital Identity,10,active
Digital Transformation,Digital identity adoption increasing,Digital Identification,20,active
Digital Transformation,Digital identity adoption increasing,Identity Security,30,active
Digital Transformation,Digital identity adoption increasing,Identity Protection,40,active
Digital Transformation,Digital identity adoption increasing,Cybersecurity,50,active
Digital Transformation,Digital identity adoption increasing,Fintech,60,active
Digital Transformation,Digital identity adoption increasing,Commercial Banking,70,active
Digital Transformation,Digital identity adoption increasing,Government Technology,80,active
Digital Transformation,Digital identity adoption increasing,Cloud Services,90,active
Digital Transformation,Digital identity adoption increasing,Telecommunications,100,active
Digital Transformation,Legacy infrastructure replacement,Enterprise Infrastructure,10,active
Digital Transformation,Legacy infrastructure replacement,Networking,20,active
Digital Transformation,Legacy infrastructure replacement,Server Hardware,30,active
Digital Transformation,Legacy infrastructure replacement,Data Storage,40,active
Digital Transformation,Legacy infrastructure replacement,Cloud Infrastructure,50,active
Digital Transformation,Legacy infrastructure replacement,Managed Services,60,active
Digital Transformation,Legacy infrastructure replacement,IT Services,70,active
Digital Transformation,Legacy infrastructure replacement,Cybersecurity,80,active
Digital Transformation,Legacy infrastructure replacement,Communications Infrastructure,90,active
Digital Transformation,Legacy infrastructure replacement,Power Systems,100,active
Digital Transformation,Connected devices adoption increasing,IoT,10,active
Digital Transformation,Connected devices adoption increasing,Sensors,20,active
Digital Transformation,Connected devices adoption increasing,Embedded Systems,30,active
Digital Transformation,Connected devices adoption increasing,Networking,40,active
Digital Transformation,Connected devices adoption increasing,Wireless Networks,50,active
Digital Transformation,Connected devices adoption increasing,Semiconductors,60,active
Digital Transformation,Connected devices adoption increasing,Cloud Services,70,active
Digital Transformation,Connected devices adoption increasing,Cybersecurity,80,active
Digital Transformation,Connected devices adoption increasing,Industrial Automation,90,active
Digital Transformation,Connected devices adoption increasing,Asset Tracking,100,active
Digital Transformation,Digital transformation spending slowing,Digital Transformation,10,active
Digital Transformation,Digital transformation spending slowing,Enterprise Software,20,active
Digital Transformation,Digital transformation spending slowing,Cloud Services,30,active
Digital Transformation,Digital transformation spending slowing,IT Consulting,40,active
Digital Transformation,Digital transformation spending slowing,Managed Services,50,active
Digital Transformation,Digital transformation spending slowing,Data Centres,60,active
Digital Transformation,Digital transformation spending slowing,Networking,70,active
Digital Transformation,Digital transformation spending slowing,Business Software,80,active
Digital Transformation,Digital transformation spending slowing,Technology Reseller,90,active
Digital Transformation,Digital transformation spending slowing,Technology Distribution,100,active
Automation & Robotics,Factory automation investment increasing,Industrial Automation,10,active
Automation & Robotics,Factory automation investment increasing,Robotics,20,active
Automation & Robotics,Factory automation investment increasing,Motion Control,30,active
Automation & Robotics,Factory automation investment increasing,Sensors,40,active
Automation & Robotics,Factory automation investment increasing,Industrial Software,50,active
Automation & Robotics,Factory automation investment increasing,Industrial Equipment,60,active
Automation & Robotics,Factory automation investment increasing,Semiconductors,70,active
Automation & Robotics,Factory automation investment increasing,Power Management,80,active
Automation & Robotics,Factory automation investment increasing,Engineering Services,90,active
Automation & Robotics,Factory automation investment increasing,Contract Manufacturing,100,active
Automation & Robotics,Robotics adoption increasing,Robotics,10,active
Automation & Robotics,Robotics adoption increasing,Industrial Automation,20,active
Automation & Robotics,Robotics adoption increasing,Sensors,30,active
Automation & Robotics,Robotics adoption increasing,Motion Control,40,active
Automation & Robotics,Robotics adoption increasing,Industrial Software,50,active
Automation & Robotics,Robotics adoption increasing,Semiconductors,60,active
